name,url,address,airport,distance,unit,rating,lat,long
Hotel Jeanne D'Arc,https://www.tripadvisor.com/Hotel_Review-g187147-d189228-Reviews-Hotel_Jeanne_D_Arc-Paris_Ile_de_France.html,"3 rue de Jarente, 75004 Paris France",Orly Field,9,mi,3.0,48.8555856,2.3632332
Chouchou,https://www.tripadvisor.com/Hotel_Review-g187147-d196827-Reviews-Chouchou-Paris_Ile_de_France.html,"11 rue du Helder, 75009 Paris France",Orly Field,10,mi,4.0,48.872038,2.3349224
Hotel Eiffel Turenne,https://www.tripadvisor.com/Hotel_Review-g187147-d194232-Reviews-Hotel_Eiffel_Turenne-Paris_Ile_de_France.html,"20 Avenue de Tourville, 75007 Paris France",Orly Field,9,mi,3.0,48.8542192,2.30755
Maison Albar Hotels - Le Diamond,https://www.tripadvisor.com/Hotel_Review-g187147-d1488818-Reviews-Maison_Albar_Hotels_Le_Diamond-Paris_Ile_de_France.html,"4 rue de la Pepiniere, 75008 Paris France",Orly Field,10,mi,5.0,48.875248,2.3233746
Hotel France Albion,https://www.tripadvisor.com/Hotel_Review-g187147-d282185-Reviews-Hotel_France_Albion-Paris_Ile_de_France.html,"11 rue Notre Dame de Lorette 75009 Paris, 75009 Paris France",Orly Field,10,mi,2.0,48.8775079,2.3383334
Juliana Hotel Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d7593552-Reviews-Juliana_Hotel_Paris-Paris_Ile_de_France.html,"10 rue Cognacq Jay, 75007 Paris France",Orly Field,10,mi,5.0,48.8618611,2.3040832
Sofitel Paris Arc de Triomphe,https://www.tripadvisor.com/Hotel_Review-g187147-d197532-Reviews-Sofitel_Paris_Arc_de_Triomphe-Paris_Ile_de_France.html,"14 rue Beaujon, 75008 Paris France",Orly Field,11,mi,5.0,48.874976,2.3013383
Hotel Gaston,https://www.tripadvisor.com/Hotel_Review-g187147-d230455-Reviews-Hotel_Gaston-Paris_Ile_de_France.html,"51 boulevard Pereire, 75017 Paris France",Orly Field,11,mi,3.0,48.8874991,2.3079344
1K Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d472236-Reviews-1K_Paris-Paris_Ile_de_France.html,"13 boulevard du Temple, 75003 Paris France",Orly Field,9,mi,4.0,48.8639766,2.3659519
Hotel de France Quartier Latin,https://www.tripadvisor.com/Hotel_Review-g187147-d264692-Reviews-Hotel_de_France_Quartier_Latin-Paris_Ile_de_France.html,"108 rue Monge, 75005 Paris France",Orly Field,8,mi,2.0,48.8393974,2.3509746
Hotel Exquis by Elegancia,https://www.tripadvisor.com/Hotel_Review-g187147-d1986355-Reviews-Hotel_Exquis_by_Elegancia-Paris_Ile_de_France.html,"71 rue de Charonne, 75011 Paris France",Orly Field,9,mi,3.0,48.8536835,2.3805829
Le Relais Montmartre,https://www.tripadvisor.com/Hotel_Review-g187147-d596305-Reviews-Le_Relais_Montmartre-Paris_Ile_de_France.html,"6 rue Constance, 75018 Paris France",Orly Field,11,mi,3.0,48.8853975,2.3335463
"Hotel Indigo Paris - Opera, an IHG Hotel",https://www.tripadvisor.com/Hotel_Review-g187147-d6925750-Reviews-Hotel_Indigo_Paris_Opera_an_IHG_Hotel-Paris_Ile_de_France.html,"2 Rue Edouard Vii, 75009 Paris France",Orly Field,10,mi,4.0,48.8704448,2.3292245
Hotel Botaniste,https://www.tripadvisor.com/Hotel_Review-g187147-d23445238-Reviews-Hotel_Botaniste-Paris_Ile_de_France.html,"11 rue Molitor, 75016 Paris France",Orly Field,9,mi,4.0,48.8450729,2.2647121
Hotel Glasgow Monceau by Patrick Hayat,https://www.tripadvisor.com/Hotel_Review-g187147-d650180-Reviews-Hotel_Glasgow_Monceau_by_Patrick_Hayat-Paris_Ile_de_France.html,"3 rue de la Felicite 17th, 75017 Paris France",Orly Field,11,mi,3.0,48.886505,2.309403
Renaissance Paris Vendome Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d228728-Reviews-Renaissance_Paris_Vendome_Hotel-Paris_Ile_de_France.html,"4 Rue du Mont Thabor, 75001 Paris France",Orly Field,10,mi,5.0,48.8654667,2.3294662
Best Western Premier Faubourg 88,https://www.tripadvisor.com/Hotel_Review-g187147-d1576551-Reviews-Best_Western_Premier_Faubourg_88-Paris_Ile_de_France.html,"88 rue du Faubourg Poissonniere, 75010 Paris France",Orly Field,10,mi,4.0,48.877681,2.349222
Villa Beaumarchais,https://www.tripadvisor.com/Hotel_Review-g187147-d207854-Reviews-Villa_Beaumarchais-Paris_Ile_de_France.html,"5 rue des Arquebusiers, 75003 Paris France",Orly Field,9,mi,4.0,48.8590809,2.366765
Hotel Lumen Paris Louvre,https://www.tripadvisor.com/Hotel_Review-g187147-d656544-Reviews-Hotel_Lumen_Paris_Louvre-Paris_Ile_de_France.html,"15 rue des Pyramides 1st Arr., 75001 Paris France",Orly Field,10,mi,4.0,48.865248,2.33304
Hotel de la Bretonnerie,https://www.tripadvisor.com/Hotel_Review-g187147-d235552-Reviews-Hotel_de_la_Bretonnerie-Paris_Ile_de_France.html,"22 Rue Ste Croix Bretonnerie, 75004 Paris France",Orly Field,9,mi,3.0,48.8583047,2.3560229
Londres et New York Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d228821-Reviews-Londres_et_New_York_Hotel-Paris_Ile_de_France.html,"15 Place du Havre, 75008 Paris France",Orly Field,10,mi,3.0,48.8753207,2.3263526
Hotel Beige,https://www.tripadvisor.com/Hotel_Review-g187147-d228726-Reviews-Hotel_Beige-Paris_Ile_de_France.html,"12 rue de Maubeuge, 75009 Paris France",Orly Field,10,mi,4.0,48.8766848,2.3417385
Hotel Royal Saint Germain,https://www.tripadvisor.com/Hotel_Review-g187147-d230459-Reviews-Hotel_Royal_Saint_Germain-Paris_Ile_de_France.html,"159 rue de Rennes, 75006 Paris France",Orly Field,8,mi,3.0,48.8449671,2.3251156
Hotel Felicien by Elegancia,https://www.tripadvisor.com/Hotel_Review-g187147-d4107097-Reviews-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html,"21 rue Felicien David, 75016 Paris France",Orly Field,9,mi,4.0,48.8493305,2.2742708
Hotel de JoBo,https://www.tripadvisor.com/Hotel_Review-g187147-d10386434-Reviews-Hotel_de_JoBo-Paris_Ile_de_France.html,"10 rue d Ormesson, 75004 Paris France",Orly Field,9,mi,5.0,48.8764669,2.3413894
Hotel 7 Eiffel by Malone,https://www.tripadvisor.com/Hotel_Review-g187147-d198003-Reviews-Hotel_7_Eiffel_by_Malone-Paris_Ile_de_France.html,"17 B rue Amelie 7th Arr., 75007 Paris France",Orly Field,9,mi,4.0,48.85491365,2.312860299346541
Hotel Henriette,https://www.tripadvisor.com/Hotel_Review-g187147-d235611-Reviews-Hotel_Henriette-Paris_Ile_de_France.html,"9 rue des Gobelins, 75013 Paris France",Orly Field,7,mi,3.0,48.8358055,2.3513031
Odeon Hotel by Malone,https://www.tripadvisor.com/Hotel_Review-g187147-d219979-Reviews-Odeon_Hotel_by_Malone-Paris_Ile_de_France.html,"3 rue de l Odeon, 75006 Paris France",Orly Field,9,mi,3.0,48.8514439,2.3387903
L'Empire Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d647228-Reviews-L_Empire_Paris-Paris_Ile_de_France.html,"48 rue de l Arbre Sec, 75001 Paris France",Orly Field,9,mi,4.0,48.8607601,2.3425495
Hotel Residence Henri IV,https://www.tripadvisor.com/Hotel_Review-g187147-d230491-Reviews-Hotel_Residence_Henri_IV-Paris_Ile_de_France.html,"50 rue des Bernardins, 75005 Paris France",Orly Field,8,mi,4.0,48.8481695,2.3490986
Le Bristol Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d188729-Reviews-Le_Bristol_Paris-Paris_Ile_de_France.html,"112 rue du Faubourg Saint Honore 8th Arr., 75008 Paris France",Orly Field,10,mi,5.0,48.87168,2.314773
Hotel Eiffel Trocadero,https://www.tripadvisor.com/Hotel_Review-g187147-d229582-Reviews-Hotel_Eiffel_Trocadero-Paris_Ile_de_France.html,"35 rue Benjamin Franklin, 75116 Paris France",Orly Field,10,mi,4.0,48.8612886,2.2863619
Bob Hotel & Coworking by Elegancia,https://www.tripadvisor.com/Hotel_Review-g187147-d12200451-Reviews-Bob_Hotel_Coworking_by_Elegancia-Paris_Ile_de_France.html,"30 rue Pernety, 75014 Paris France",Orly Field,8,mi,4.0,48.8334537,2.3190449
Marais Grands Boulevards Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d254711-Reviews-Marais_Grands_Boulevards_Hotel-Paris_Ile_de_France.html,"112 boulevard de Sebastopol, 75003 Paris France",Orly Field,10,mi,4.0,48.86876,2.3541629
Hotel de Paris Montparnasse,https://www.tripadvisor.com/Hotel_Review-g187147-d4074545-Reviews-Hotel_de_Paris_Montparnasse-Paris_Ile_de_France.html,"51 avenue du Maine, 75014 Paris France",Orly Field,8,mi,3.0,48.8401694,2.3220864
Jack's Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d529928-Reviews-Jack_s_Hotel-Paris_Ile_de_France.html,"19 avenue Stephen Pichon 13eme Arr., 75013 Paris France",Orly Field,7,mi,3.0,48.8329425,2.3592822
Hotel Louis II,https://www.tripadvisor.com/Hotel_Review-g187147-d219999-Reviews-Hotel_Louis_II-Paris_Ile_de_France.html,"2 rue Saint Sulpice, 75006 Paris France",Orly Field,9,mi,4.0,48.8515839,2.3381366
Maison Nabis by HappyCulture,https://www.tripadvisor.com/Hotel_Review-g187147-d1546275-Reviews-Maison_Nabis_by_HappyCulture-Paris_Ile_de_France.html,"7 rue de Parme, 75009 Paris France",Orly Field,11,mi,4.0,48.8812276,2.3277685
Hotel du Plat d'Etain,https://www.tripadvisor.com/Hotel_Review-g187147-d248396-Reviews-Hotel_du_Plat_d_Etain-Paris_Ile_de_France.html,"69 rue Meslay 3rd Arr., 75003 Paris France",Orly Field,10,mi,3.0,48.868504,2.355798
Hotel Whistler,https://www.tripadvisor.com/Hotel_Review-g187147-d321391-Reviews-Hotel_Whistler-Paris_Ile_de_France.html,"36 rue de Saint Quentin, 75010 Paris France",Orly Field,10,mi,4.0,48.8793124,2.3559676
Novotel Paris Centre Bercy,https://www.tripadvisor.com/Hotel_Review-g187147-d197487-Reviews-Novotel_Paris_Centre_Bercy-Paris_Ile_de_France.html,"85 rue de Bercy, 75012 Paris France",Orly Field,8,mi,4.0,48.8388735,2.3806315
Hotel Le Clement,https://www.tripadvisor.com/Hotel_Review-g187147-d197436-Reviews-Hotel_Le_Clement-Paris_Ile_de_France.html,"6 rue Clement 6th Arr., 75006 Paris France",Orly Field,9,mi,2.0,48.852554,2.336195
Hotel de Sevigne,https://www.tripadvisor.com/Hotel_Review-g187147-d197461-Reviews-Hotel_de_Sevigne-Paris_Ile_de_France.html,"6 Rue de Belloy, 75116 Paris France",Orly Field,10,mi,3.0,48.8687899,2.2924223
Hotel Alison,https://www.tripadvisor.com/Hotel_Review-g187147-d233389-Reviews-Hotel_Alison-Paris_Ile_de_France.html,"21 rue de Surene 8th Arr., 75008 Paris France",Orly Field,10,mi,3.0,48.871038,2.320271
Atelier Montparnasse,https://www.tripadvisor.com/Hotel_Review-g187147-d233383-Reviews-Atelier_Montparnasse-Paris_Ile_de_France.html,"84 rue Raymond Losserand, 75014 Paris France",Orly Field,8,mi,3.0,48.8333715,2.3169427
La Demeure Montaigne,https://www.tripadvisor.com/Hotel_Review-g187147-d261990-Reviews-La_Demeure_Montaigne-Paris_Ile_de_France.html,"18 rue Clement Marot, 75008 Paris France",Orly Field,10,mi,5.0,48.8677851,2.3032087
Mercure Paris Vaugirard Porte de Versailles Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d197653-Reviews-Mercure_Paris_Vaugirard_Porte_de_Versailles_Hotel-Paris_Ile_de_France.html,"Boulevard Victor, 75015 Paris France",Orly Field,8,mi,4.0,48.832747,2.288227
Hotel Emile Le Marais,https://www.tripadvisor.com/Hotel_Review-g187147-d568921-Reviews-Hotel_Emile_Le_Marais-Paris_Ile_de_France.html,"2 rue Malher, 75004 Paris France",Orly Field,9,mi,3.0,48.8553709,2.3612447
Warwick Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d229527-Reviews-Warwick_Paris-Paris_Ile_de_France.html,"5 Rue De Berri, 75008 Paris France",Orly Field,10,mi,4.0,48.8720173,2.3031728
Hotel Alhambra,https://www.tripadvisor.com/Hotel_Review-g187147-d219978-Reviews-Hotel_Alhambra-Paris_Ile_de_France.html,"13 Rue de Malte, 75011 Paris France",Orly Field,9,mi,3.0,48.8640226,2.3687722
Eden Hotel Opera,https://www.tripadvisor.com/Hotel_Review-g187147-d319559-Reviews-Eden_Hotel_Opera-Paris_Ile_de_France.html,"35 rue Jean Baptiste Pigalle 09 Arr., 75009 Paris France",Orly Field,11,mi,2.0,48.878336,2.332308
Citadines Les Halles Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d197426-Reviews-Citadines_Les_Halles_Paris-Paris_Ile_de_France.html,"4 Rue des Innocents, 75001 Paris France",Orly Field,9,mi,3.0,48.860658,2.3469337
M Social Hotel Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d229600-Reviews-M_Social_Hotel_Paris-Paris_Ile_de_France.html,"12 Boulevard Haussmann, 75009 Paris France",Orly Field,10,mi,4.0,48.8724487,2.3378107
Tiquetonne,https://www.tripadvisor.com/Hotel_Review-g187147-d235613-Reviews-Tiquetonne-Paris_Ile_de_France.html,"6 rue Tiquetonne, 75002 Paris France",Orly Field,9,mi,1.0,48.8644617,2.3495568
Hotel Le A,https://www.tripadvisor.com/Hotel_Review-g187147-d274677-Reviews-Hotel_Le_A-Paris_Ile_de_France.html,"4 Rue d'Artois, 75008 Paris France",Orly Field,10,mi,4.0,48.8723501,2.3088695
"Niepce Paris Hotel, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g187147-d13008198-Reviews-Niepce_Paris_Hotel_Curio_Collection_by_Hilton-Paris_Ile_de_France.html,"4 rue Niepce, 75014 Paris France",Orly Field,8,mi,4.0,48.8348691,2.3182031
Hotel Montalembert,https://www.tripadvisor.com/Hotel_Review-g187147-d188736-Reviews-Hotel_Montalembert-Paris_Ile_de_France.html,"3 rue Montalembert, 75007 Paris France",Orly Field,9,mi,5.0,48.8565619,2.3273421
Hotel A La Villa des Artistes,https://www.tripadvisor.com/Hotel_Review-g187147-d535056-Reviews-Hotel_A_La_Villa_des_Artistes-Paris_Ile_de_France.html,"9 rue de la Grande Chaumiere, 75006 Paris France",Orly Field,8,mi,3.0,48.8422669,2.3308061
Monsieur George Hotel & Spa,https://www.tripadvisor.com/Hotel_Review-g187147-d19742766-Reviews-Monsieur_George_Hotel_Spa-Paris_Ile_de_France.html,"17 rue Washington, 75008 Paris France",Orly Field,10,mi,5.0,48.8729277,2.3025747
Hotel Monterosa - Astotel,https://www.tripadvisor.com/Hotel_Review-g187147-d313060-Reviews-Hotel_Monterosa_Astotel-Paris_Ile_de_France.html,"30 rue la Bruyere 9th Arr., 75009 Paris France",Orly Field,11,mi,3.0,48.879471,2.334241
Best Western Aramis Saint-Germain,https://www.tripadvisor.com/Hotel_Review-g187147-d229970-Reviews-Best_Western_Aramis_Saint_Germain-Paris_Ile_de_France.html,"124 rue de Rennes 6th Arr., 75006 Paris France",Orly Field,8,mi,3.5,48.846708,2.326442
Le Petit Beaumarchais Hotel & Spa,https://www.tripadvisor.com/Hotel_Review-g187147-d292940-Reviews-Le_Petit_Beaumarchais_Hotel_Spa-Paris_Ile_de_France.html,"8 boulevard Beaumarchais, 75011 Paris France",Orly Field,9,mi,4.0,48.8548067,2.3689756
Hotel le Petit Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d1462146-Reviews-Hotel_le_Petit_Paris-Paris_Ile_de_France.html,"214 rue Saint Jacques, 75005 Paris France",Orly Field,8,mi,4.0,48.8452729,2.3424556
Villathena Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d651074-Reviews-Villathena_Hotel-Paris_Ile_de_France.html,"23 Rue d'Athenes, 75009 Paris France",Orly Field,11,mi,3.0,48.8779012,2.3276485
Hotel Prelude Opera,https://www.tripadvisor.com/Hotel_Review-g187147-d228785-Reviews-Hotel_Prelude_Opera-Paris_Ile_de_France.html,"8 Cite Bergere, 75009 Paris France",Orly Field,10,mi,4.0,48.8717926,2.3446173
Renaissance Paris Republique Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d9761928-Reviews-Renaissance_Paris_Republique_Hotel-Paris_Ile_de_France.html,"40 rue Rene Boulanger, 75010 Paris France",Orly Field,10,mi,5.0,48.8684236,2.3608876
Hotel Oratio,https://www.tripadvisor.com/Hotel_Review-g187147-d222912-Reviews-Hotel_Oratio-Paris_Ile_de_France.html,"42 rue des Bernardins 5th Arr., 75005 Paris France",Orly Field,8,mi,3.0,48.848741,2.349581
Monsieur Helder Hotel Opera,https://www.tripadvisor.com/Hotel_Review-g187147-d269115-Reviews-Monsieur_Helder_Hotel_Opera-Paris_Ile_de_France.html,"4 rue du Helder 09 Arr., 75009 Paris France",Orly Field,10,mi,3.0,48.871902,2.33486
Hotel Caumartin Opera - Astotel,https://www.tripadvisor.com/Hotel_Review-g187147-d228778-Reviews-Hotel_Caumartin_Opera_Astotel-Paris_Ile_de_France.html,"27 rue de Caumartin 9th Arr., 75009 Paris France",Orly Field,10,mi,3.0,48.871698,2.328084
Atlantic Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d197968-Reviews-Atlantic_Hotel-Paris_Ile_de_France.html,"44 rue de Londres 8th Arr., 75008 Paris France",Orly Field,11,mi,3.0,48.87812,2.326365
Hotel R de Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d233583-Reviews-Hotel_R_de_Paris-Paris_Ile_de_France.html,"41 rue de Clichy, 75009 Paris France",Orly Field,11,mi,4.0,48.8799609,2.3289989
Hotel Francois 1er,https://www.tripadvisor.com/Hotel_Review-g187147-d197530-Reviews-Hotel_Francois_1er-Paris_Ile_de_France.html,"7 rue Magellan 08 Arr., 75008 Paris France",Orly Field,10,mi,4.0,48.87031,2.300036
Le Grand Quartier,https://www.tripadvisor.com/Hotel_Review-g187147-d19101450-Reviews-Le_Grand_Quartier-Paris_Ile_de_France.html,"15 rue de Nancy, 75010 Paris France",Orly Field,10,mi,4.0,48.8723226,2.358486
Hotel Le Marquis by Inwood Hotels,https://www.tripadvisor.com/Hotel_Review-g187147-d290384-Reviews-Hotel_Le_Marquis_by_Inwood_Hotels-Paris_Ile_de_France.html,"15 rue Dupleix 15th Arr., 75015 Paris France",Orly Field,9,mi,4.0,48.851664,2.297825
Sofitel Le Scribe Paris Opera,https://www.tripadvisor.com/Hotel_Review-g187147-d197577-Reviews-Sofitel_Le_Scribe_Paris_Opera-Paris_Ile_de_France.html,"1 rue Scribe, 75009 Paris France",Orly Field,10,mi,5.0,48.8706167,2.3298686
Hotel Litteraire Marcel Ayme,https://www.tripadvisor.com/Hotel_Review-g187147-d258916-Reviews-Hotel_Litteraire_Marcel_Ayme-Paris_Ile_de_France.html,"16 rue Tholozé, 75018 Paris France",Orly Field,11,mi,4.0,48.8864902,2.3356152
Hotel La Parizienne,https://www.tripadvisor.com/Hotel_Review-g187147-d529913-Reviews-Hotel_La_Parizienne-Paris_Ile_de_France.html,"33 boulevard du Montparnasse, 75006 Paris France",Orly Field,8,mi,4.0,48.8450655,2.3209112
"Hotel Apolonia Paris Montmartre, Sure Hotel collection by BW",https://www.tripadvisor.com/Hotel_Review-g187147-d269116-Reviews-Hotel_Apolonia_Paris_Montmartre_Sure_Hotel_collection_by_BW-Paris_Ile_de_France.html,"147 rue Marcadet, 75018 Paris France",Orly Field,11,mi,2.0,48.8912079,2.3389967
Hotel des 3 Poussins,https://www.tripadvisor.com/Hotel_Review-g187147-d228843-Reviews-Hotel_des_3_Poussins-Paris_Ile_de_France.html,"15 rue Clauzel, 75009 Paris France",Orly Field,11,mi,3.0,48.8791323,2.338254
OKKO HOTELS Paris Gare de l'Est,https://www.tripadvisor.com/Hotel_Review-g187147-d17705241-Reviews-OKKO_HOTELS_Paris_Gare_de_l_Est-Paris_Ile_de_France.html,"30 A rue d Alsace, 75010 Paris France",Orly Field,10,mi,4.0,48.877332,2.3580105
Ibis Styles Paris Place d'Italie Butte aux Cailles Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d11918907-Reviews-Ibis_Styles_Paris_Place_d_Italie_Butte_aux_Cailles_Hotel-Paris_Ile_de_France.html,"22 rue Barrault, 75013 Paris France",Orly Field,7,mi,3.0,48.8283637,2.347384
Hotel de Suez,https://www.tripadvisor.com/Hotel_Review-g187147-d506713-Reviews-Hotel_de_Suez-Paris_Ile_de_France.html,"31 boulevard Saint Michel 5ème, 75005 Paris France",Orly Field,9,mi,2.0,48.8494014,2.3519484
Timhotel Opera Blanche Fontaine,https://www.tripadvisor.com/Hotel_Review-g187147-d228782-Reviews-Timhotel_Opera_Blanche_Fontaine-Paris_Ile_de_France.html,"34 rue Pierre Fontaine, 75009 Paris France",Orly Field,11,mi,4.0,48.8826699,2.3338557
Dadou Paris - Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d20993682-Reviews-Dadou_Paris_Hotel-Paris_Ile_de_France.html,"10 rue Troyon, 75017 Paris France",Orly Field,11,mi,2.0,48.875931,2.2955425
Hotel Les Jardins de la Villa,https://www.tripadvisor.com/Hotel_Review-g187147-d649881-Reviews-Hotel_Les_Jardins_de_la_Villa-Paris_Ile_de_France.html,"5 rue Belidor, 75017 Paris France",Orly Field,11,mi,4.0,48.88021,2.28596
Hotel Courcelles Etoile,https://www.tripadvisor.com/Hotel_Review-g187147-d207567-Reviews-Hotel_Courcelles_Etoile-Paris_Ile_de_France.html,"184 rue de Courcelles 17th Arr., 75017 Paris France",Orly Field,11,mi,3.0,48.884439,2.29799
Hotel les Deux Girafes Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d14465492-Reviews-Hotel_les_Deux_Girafes_Paris-Paris_Ile_de_France.html,"23 passage beslay Paris France, 75011 Paris France",Orly Field,9,mi,4.0,48.8638184,2.3750263
Hotel Therese,https://www.tripadvisor.com/Hotel_Review-g187147-d269333-Reviews-Hotel_Therese-Paris_Ile_de_France.html,"5 rue Therese, 75001 Paris France",Orly Field,10,mi,3.0,48.8658479,2.3361535
Relais Hotel du Vieux Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d242962-Reviews-Relais_Hotel_du_Vieux_Paris-Paris_Ile_de_France.html,"9 rue Git le Coeur, 75006 Paris France",Orly Field,9,mi,4.0,48.8538996,2.3428554
Hotel Opera Richepanse,https://www.tripadvisor.com/Hotel_Review-g187147-d197423-Reviews-Hotel_Opera_Richepanse-Paris_Ile_de_France.html,"14 rue du Chevalier de Saint George, 75001 Paris France",Orly Field,10,mi,4.0,48.8687056,2.3251987
Hotel Trianon Rive Gauche,https://www.tripadvisor.com/Hotel_Review-g187147-d228737-Reviews-Hotel_Trianon_Rive_Gauche-Paris_Ile_de_France.html,"3 rue de Vaugirard, 75006 Paris France",Orly Field,8,mi,4.0,48.8488416,2.3407162
Best Western Opera Faubourg,https://www.tripadvisor.com/Hotel_Review-g187147-d228697-Reviews-Best_Western_Opera_Faubourg-Paris_Ile_de_France.html,"49-51 Rue La Fayette, 75009 Paris France",Orly Field,10,mi,4.0,48.8753752,2.3416412
Hotel Baume,https://www.tripadvisor.com/Hotel_Review-g187147-d259351-Reviews-Hotel_Baume-Paris_Ile_de_France.html,"7 rue Casimir Delavigne, 75006 Paris France",Orly Field,9,mi,4.0,48.850179,2.3391975
Hotel La Canopee,https://www.tripadvisor.com/Hotel_Review-g187147-d531333-Reviews-Hotel_La_Canopee-Paris_Ile_de_France.html,"15 Rue De Penthievre, 75008 Paris France",Orly Field,10,mi,5.0,48.8729134,2.3164879
Hotel Urban Bivouac,https://www.tripadvisor.com/Hotel_Review-g187147-d14914015-Reviews-Hotel_Urban_Bivouac-Paris_Ile_de_France.html,"1 rue Sthrau, 75013 Paris France",Orly Field,7,mi,3.0,48.8272802,2.3669419
Villa Pantheon,https://www.tripadvisor.com/Hotel_Review-g187147-d229577-Reviews-Villa_Pantheon-Paris_Ile_de_France.html,"41 rue des Ecoles, 75005 Paris France",Orly Field,8,mi,4.0,48.8489051,2.3470741
"Maison Souquet, Hotel & Spa",https://www.tripadvisor.com/Hotel_Review-g187147-d7182695-Reviews-Maison_Souquet_Hotel_Spa-Paris_Ile_de_France.html,"10 rue de Bruxelles, 75009 Paris France",Orly Field,11,mi,5.0,48.8835768,2.331458
Best Western Premier Trocadero La Tour,https://www.tripadvisor.com/Hotel_Review-g187147-d197462-Reviews-Best_Western_Premier_Trocadero_La_Tour-Paris_Ile_de_France.html,"5 bis rue Massenet, 75116 Paris France",Orly Field,10,mi,4.0,48.858232,2.279642
Hotel Sacha,https://www.tripadvisor.com/Hotel_Review-g187147-d230528-Reviews-Hotel_Sacha-Paris_Ile_de_France.html,"7 rue de Navarin, 75009 Paris France",Orly Field,11,mi,4.0,48.8795168,2.3392205
Le Meurice,https://www.tripadvisor.com/Hotel_Review-g187147-d188732-Reviews-Le_Meurice-Paris_Ile_de_France.html,"228 rue de Rivoli, 75001 Paris France",Orly Field,10,mi,5.0,48.8651455,2.3280773
Hotel Du Sentier,https://www.tripadvisor.com/Hotel_Review-g187147-d21513086-Reviews-Hotel_Du_Sentier-Paris_Ile_de_France.html,"2 Place du Caire, 75002 Paris France",Orly Field,10,mi,4.0,48.868113,2.348791
Hotel Park Lane Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d1176843-Reviews-Hotel_Park_Lane_Paris-Paris_Ile_de_France.html,"4 Rue de la Boetie, 75008 Paris France",Orly Field,10,mi,4.0,48.874511,2.318783
Best Western Plus 61 Paris Nation Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d254597-Reviews-Best_Western_Plus_61_Paris_Nation_Hotel-Paris_Ile_de_France.html,"61 rue de la Voute 12th Arr., 75012 Paris France",Orly Field,8,mi,4.0,48.846525,2.410239
Hotel Cambon,https://www.tripadvisor.com/Hotel_Review-g187147-d197419-Reviews-Hotel_Cambon-Paris_Ile_de_France.html,"3 rue Cambon, 75001 Paris France",Orly Field,10,mi,4.0,48.8663969,2.3252571
Source Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d2338158-Reviews-Source_Hotel-Paris_Ile_de_France.html,"135 avenue de Saint Ouen, 75017 Paris France",Orly Field,12,mi,3.0,48.896397,2.328398
Hotel Eiffel Capitol,https://www.tripadvisor.com/Hotel_Review-g187147-d229529-Reviews-Hotel_Eiffel_Capitol-Paris_Ile_de_France.html,"9, rue Viala 15 Arr., 75015 Paris France",Orly Field,9,mi,3.0,48.8503417,2.2907259
"voco Paris Montparnasse, an IHG hotel",https://www.tripadvisor.com/Hotel_Review-g187147-d929153-Reviews-Voco_Paris_Montparnasse_an_IHG_hotel-Paris_Ile_de_France.html,"79 avenue du Maine, 75014 Paris France",Orly Field,8,mi,4.0,48.838314,2.322859
Citadines Trocadero Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d197457-Reviews-Citadines_Trocadero_Paris-Paris_Ile_de_France.html,"29 bis, rue Saint-Didier, 75116 Paris France",Orly Field,10,mi,3.0,48.866302,2.285816
Hotel Le M Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d648105-Reviews-Hotel_Le_M_Paris-Paris_Ile_de_France.html,"20 Bis Rue de la Gaité, 75014 Paris France",Orly Field,8,mi,4.0,48.8397637,2.3235473
Hotel du Triangle d'Or,https://www.tripadvisor.com/Hotel_Review-g187147-d497189-Reviews-Hotel_du_Triangle_d_Or-Paris_Ile_de_France.html,"6 rue Godot de Mauroy 9th Arr., 75009 Paris France",Orly Field,10,mi,3.0,48.87045,2.326821
