name,url,address,airport,distance,unit,rating,lat,long
Family Hotel Residence 75,https://www.tripadvisor.com/Hotel_Review-g187147-d1904296-Reviews-Family_Hotel_Residence_75-Paris_Ile_de_France.html,"23 rue Fondary, 75015 Paris France",Orly Field,9,mi,4.0,48.848282,2.292838
Aparhotel Adagio Paris 19 Cite de la Musique,https://www.tripadvisor.com/Hotel_Review-g187147-d10134720-Reviews-Aparhotel_Adagio_Paris_19_Cite_de_la_Musique-Paris_Ile_de_France.html,"28 boulevard d'Indochine, 75019 Paris France",Orly Field,11,mi,4.0,48.8859486,2.3968532
MAKOM Pereire,https://www.tripadvisor.com/Hotel_Review-g187147-d24156103-Reviews-MAKOM_Pereire-Paris_Ile_de_France.html,"146 boulevard Pereire Boulevard pereire, 75017 Paris France",Orly Field,11,mi,4.0,48.883541,2.2941259
Appart'City Collection Paris Gare de Lyon,https://www.tripadvisor.com/Hotel_Review-g187147-d26260782-Reviews-Appart_City_Collection_Paris_Gare_de_Lyon-Paris_Ile_de_France.html,"114 Avenue Daumesnil, 75012 Paris France",Orly Field,8,mi,4.0,48.8425071,2.3849201
Paiko Apart' Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d1582596-Reviews-Paiko_Apart_Hotel-Paris_Ile_de_France.html,"28 avenue de Wagram, 75008 Paris France",Orly Field,11,mi,4.5,48.876599,2.297374
Maisonzen,https://www.tripadvisor.com/Hotel_Review-g187147-d1156093-Reviews-Maisonzen-Paris_Ile_de_France.html,"35 rue de Lyon, 75012 Paris France",Orly Field,8,mi,4.5,48.8482975,2.3711497
Grand Hotel de Clermont,https://www.tripadvisor.com/Hotel_Review-g187147-d3477361-Reviews-Grand_Hotel_de_Clermont-Paris_Ile_de_France.html,"18 rue Veron, 75018 Paris France",Orly Field,11,mi,2.0,48.8845891,2.3364632
Hotel Montmartre,https://www.tripadvisor.com/Hotel_Review-g187147-d5984542-Reviews-Hotel_Montmartre-Paris_Ile_de_France.html,"16 rue Ramey, 75018 Paris France",Orly Field,11,mi,2.0,48.8880445,2.3471006
Les Ateliers de Montmartre,https://www.tripadvisor.com/Hotel_Review-g187147-d9790872-Reviews-Les_Ateliers_de_Montmartre-Paris_Ile_de_France.html,"57 rue du Chevalier de la Barre, 75018 Paris France",Orly Field,11,mi,4.5,48.8870766,2.3416873
Enjoy Hostel,https://www.tripadvisor.com/Hotel_Review-g187147-d631321-Reviews-Enjoy_Hostel-Paris_Ile_de_France.html,"5 rue des Plantes, 75014 Paris France",Orly Field,7,mi,2.0,48.8318753,2.324684
Sejours & Affaires Paris-Davout,https://www.tripadvisor.com/Hotel_Review-g187147-d12866862-Reviews-Sejours_Affaires_Paris_Davout-Paris_Ile_de_France.html,"129 boulevard Davout, 75020 Paris France",Orly Field,9,mi,3.0,48.8577346,2.4096065
Lion d'or Louvre Residence,https://www.tripadvisor.com/Hotel_Review-g187147-d13335749-Reviews-Lion_d_or_Louvre_Residence-Paris_Ile_de_France.html,"6 rue de la Sourdiere, 75001 Paris France",Orly Field,10,mi,4.0,48.8653904,2.3318605
Domingo Rooms de Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d1907398-Reviews-Domingo_Rooms_de_Paris-Paris_Ile_de_France.html,"35 rue Beaubourg, 75003 Paris France",Orly Field,9,mi,4.5,48.861889,2.353682
My Open Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d12447702-Reviews-My_Open_Paris-Paris_Ile_de_France.html,"35 Rue De Lyon, 75012 Paris France",Orly Field,8,mi,4.5,48.8482975,2.3711497
Apartments WS Opera - Rossini,https://www.tripadvisor.com/Hotel_Review-g187147-d21398645-Reviews-Apartments_WS_Opera_Rossini-Paris_Ile_de_France.html,"10 rue Rossini, 75009 Paris France",Orly Field,10,mi,4.5,48.8731654,2.339198
Francois 1er,https://www.tripadvisor.com/Hotel_Review-g187147-d4353230-Reviews-Francois_1er-Paris_Ile_de_France.html,"29 rue Francois 1er, 75008 Paris France",Orly Field,10,mi,5.0,48.8681114,2.3043699
La Maison Hippolyte,https://www.tripadvisor.com/Hotel_Review-g187147-d3679767-Reviews-La_Maison_Hippolyte-Paris_Ile_de_France.html,"27 rue Hippolyte Maindron, 75014 Paris France",Orly Field,7,mi,4.5,48.8316374,2.321938
La Cour du 5eme,https://www.tripadvisor.com/Hotel_Review-g187147-d3581344-Reviews-La_Cour_du_5eme-Paris_Ile_de_France.html,"Entree 1 1 Passage des Postes, 75005 Paris France",Orly Field,8,mi,5.0,48.841067,2.349341
Vestay George V,https://www.tripadvisor.com/Hotel_Review-g187147-d12221323-Reviews-Vestay_George_V-Paris_Ile_de_France.html,"12 rue Marbeuf, 75008 Paris France",Orly Field,10,mi,4.0,48.8677912,2.3027407
Residence Pelican,https://www.tripadvisor.com/Hotel_Review-g187147-d1456039-Reviews-Residence_Pelican-Paris_Ile_de_France.html,"7 rue du Pelican, 75001 Paris France",Orly Field,9,mi,3.0,48.8625962,2.3397424
Short Stay Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d3614003-Reviews-Short_Stay_Paris-Paris_Ile_de_France.html,"92 rue Saint Lazare, 75009 Paris France",Orly Field,10,mi,4.5,48.8758582,2.3283477
Guest House Opera - Grands Boulevards,https://www.tripadvisor.com/Hotel_Review-g187147-d9789231-Reviews-Guest_House_Opera_Grands_Boulevards-Paris_Ile_de_France.html,"1 rue de la Boule Rouge, 75009 Paris France",Orly Field,10,mi,3.0,48.8732239,2.3446282
The People Paris Marais,https://www.tripadvisor.com/Hotel_Review-g187147-d24091919-Reviews-The_People_Paris_Marais-Paris_Ile_de_France.html,75004 Paris France,Orly Field,8,mi,3.5,48.856130836,2.357450835
The People - Paris Nation,https://www.tripadvisor.com/Hotel_Review-g187147-d23166617-Reviews-The_People_Paris_Nation-Paris_Ile_de_France.html,"28 Bis Place De La Nation, 75012 Paris France",Orly Field,8,mi,3.5,48.847612,2.397211
Tinah Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d17288222-Reviews-Tinah_Paris-Paris_Ile_de_France.html,"108 rue Reaumur, 75002 Paris France",Orly Field,10,mi,3.0,48.8675037,2.3470945
Beatrice et Emmanuel Meuble Eiffel,https://www.tripadvisor.com/Hotel_Review-g187147-d8684474-Reviews-Beatrice_et_Emmanuel_Meuble_Eiffel-Paris_Ile_de_France.html,"32 A rue Bosquet, 75007 Paris France",Orly Field,9,mi,4.0,48.8559396,2.3053375
Quai Montebello,https://www.tripadvisor.com/Hotel_Review-g187147-d1636548-Reviews-Quai_Montebello-Paris_Ile_de_France.html,"19 quai de Montebello, 75005 Paris France",Orly Field,9,mi,5.0,48.8521178,2.3486332
Ibis Paris Nation Davout,https://www.tripadvisor.com/Hotel_Review-g187147-d25350671-Reviews-Ibis_Paris_Nation_Davout-Paris_Ile_de_France.html,"110 Rue Des Orteaux, 75020 Paris France",Orly Field,9,mi,2.0,48.855476,2.409834
My Maison In Paris - Sentier,https://www.tripadvisor.com/Hotel_Review-g187147-d15674688-Reviews-My_Maison_In_Paris_Sentier-Paris_Ile_de_France.html,"6 rue Saint Spire, 75002 Paris France",Orly Field,10,mi,3.0,48.8684347,2.3504097
Hotel Marais Paris Boutik La Librairie,https://www.tripadvisor.com/Hotel_Review-g187147-d12907222-Reviews-Hotel_Marais_Paris_Boutik_La_Librairie-Paris_Ile_de_France.html,"12 rue Caffarelli, 75003 Paris France",Orly Field,9,mi,5.0,48.8637168,2.3620732
Apartments Ws Louvre Richelieu,https://www.tripadvisor.com/Hotel_Review-g187147-d21382854-Reviews-Apartments_Ws_Louvre_Richelieu-Paris_Ile_de_France.html,"41 Rue De Richelieu, 75001 Paris France",Orly Field,10,mi,4.0,48.8658236,2.3367941
Bvj Paris Louvre,https://www.tripadvisor.com/Hotel_Review-g187147-d308515-Reviews-Bvj_Paris_Louvre-Paris_Ile_de_France.html,"20 rue Jean Jacques Rousseau 1st Arr., 75001 Paris France",Orly Field,9,mi,3.5,48.862711,2.341021
Zoku Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d25425566-Reviews-Zoku_Paris-Paris_Ile_de_France.html,"48 Avenue De La Porte De Clichy, 75017 Paris France",Orly Field,12,mi,4.0,48.8958471,2.3111551
Residence Palais Etoile,https://www.tripadvisor.com/Hotel_Review-g187147-d15357693-Reviews-Residence_Palais_Etoile-Paris_Ile_de_France.html,"234 boulevard Pereire, 75017 Paris France",Orly Field,11,mi,5.0,48.8783636,2.2846823
O'lord Residence Hoteliere,https://www.tripadvisor.com/Hotel_Review-g187147-d23619251-Reviews-O_lord_Residence_Hoteliere-Paris_Ile_de_France.html,"19 Rue Lord Byron, 75008 Paris France",Orly Field,11,mi,5.0,48.873564,2.2989958
Au Royal Mad,https://www.tripadvisor.com/Hotel_Review-g187147-d2454554-Reviews-Au_Royal_Mad-Paris_Ile_de_France.html,"68 rue Sedaine, 75011 Paris France",Orly Field,9,mi,3.0,48.8581634,2.3775994
Eymard House,https://www.tripadvisor.com/Hotel_Review-g187147-d1950310-Reviews-Eymard_House-Paris_Ile_de_France.html,"23 avenue de Friedland, 75008 Paris France",Orly Field,11,mi,4.0,48.8742998,2.3018471
Couleurs Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d2548883-Reviews-Couleurs_Paris-Paris_Ile_de_France.html,"19 rue des Solitaires, 75019 Paris France",Orly Field,10,mi,5.0,48.8769725,2.3893708
Apartments WS Lafayette - Saint-Lazare,https://www.tripadvisor.com/Hotel_Review-g187147-d21225511-Reviews-Apartments_WS_Lafayette_Saint_Lazare-Paris_Ile_de_France.html,"29 rue Saint Lazare, 75009 Paris France",Orly Field,9,mi,4.0,48.876699,2.3363899
Paris Le Marais,https://www.tripadvisor.com/Hotel_Review-g187147-d1699937-Reviews-Paris_Le_Marais-Paris_Ile_de_France.html,"9 Place de la Republique, 75003 Paris France",Orly Field,10,mi,4.5,48.8666759,2.364007
Le61Berthier,https://www.tripadvisor.com/Hotel_Review-g187147-d2155780-Reviews-Le61Berthier-Paris_Ile_de_France.html,"61 boulevard Berthier, 75017 Paris France",Orly Field,11,mi,3.0,48.8865907,2.2967827
Maison le Bac,https://www.tripadvisor.com/Hotel_Review-g187147-d19337291-Reviews-Maison_le_Bac-Paris_Ile_de_France.html,"26 rue Poissonniere, 75002 Paris France",Orly Field,10,mi,4.5,48.8696708,2.3478943
Short Stay Apartment Museum View,https://www.tripadvisor.com/Hotel_Review-g187147-d3627414-Reviews-Short_Stay_Apartment_Museum_View-Paris_Ile_de_France.html,"5 rue Buffon, 75005 Paris France",Orly Field,8,mi,3.0,48.8430188,2.3632932
Tour Eiffel Grenelle,https://www.tripadvisor.com/Hotel_Review-g187147-d10845981-Reviews-Tour_Eiffel_Grenelle-Paris_Ile_de_France.html,"96 rue Saint Charles 15-и округ: Порт-де-Версаль, 75015 Paris France",Orly Field,9,mi,4.5,48.845823,2.28466
La Terrasse Du 15eme,https://www.tripadvisor.com/Hotel_Review-g187147-d1852436-Reviews-La_Terrasse_Du_15eme-Paris_Ile_de_France.html,"62 rue de l Eglise, 75015 Paris France",Orly Field,9,mi,4.5,48.8433653,2.2898179
Woodstock Hostel,https://www.tripadvisor.com/Hotel_Review-g187147-d290569-Reviews-Woodstock_Hostel-Paris_Ile_de_France.html,"48 rue Rodier, 75009 Paris France",Orly Field,11,mi,3.0,48.8797613,2.3435585
Yuna Blanche,https://www.tripadvisor.com/Hotel_Review-g187147-d13911192-Reviews-Yuna_Blanche-Paris_Ile_de_France.html,"31 rue Ballu, 75009 Paris France",Orly Field,11,mi,3.0,48.8820881,2.3290105
Yuna Blanche,https://www.tripadvisor.com/Hotel_Review-g187147-d13911192-Reviews-Yuna_Blanche-Paris_Ile_de_France.html,"31 rue Ballu, 75009 Paris France",Orly Field,11,mi,2.0,48.8820881,2.3290105
Hostel Eiffel,https://www.tripadvisor.com/Hotel_Review-g187147-d10438583-Reviews-Hostel_Eiffel-Paris_Ile_de_France.html,"75 rue de Javel, 75015 Paris France",Orly Field,9,mi,4.5,48.8446771,2.2842342
Studio Marais Belle Epoque,https://www.tripadvisor.com/Hotel_Review-g187147-d633560-Reviews-Studio_Marais_Belle_Epoque-Paris_Ile_de_France.html,"121 rue de Turenne, 75003 Paris France",Orly Field,9,mi,4.0,48.8636495,2.3645847
"Bvlgari Hotel, Paris",https://www.tripadvisor.com/Hotel_Review-g187147-d23673421-Reviews-Bvlgari_Hotel_Paris-Paris_Ile_de_France.html,"30 avenue George V, 75008 Paris France",Orly Field,10,mi,4.0,48.8683456,2.301426
Studio Amelie,https://www.tripadvisor.com/Hotel_Review-g187147-d1469558-Reviews-Studio_Amelie-Paris_Ile_de_France.html,"2 Passage Lepic 18ieme Arrondissement, 75018 Paris France",Orly Field,11,mi,5.0,48.884598,2.334253
Hotel Obododo,https://www.tripadvisor.com/Hotel_Review-g187147-d5531312-Reviews-Hotel_Obododo-Paris_Ile_de_France.html,"28 boulevard de Menilmontant, 75020 Paris France",Orly Field,9,mi,4.0,48.8594934,2.3893916
CARD hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d26102567-Reviews-CARD_hotel-Paris_Ile_de_France.html,"104 Rue Cardinet, 75017 Paris France",Orly Field,11,mi,4.5,48.8853617,2.3113546
Ucpa Sport Station Hostel Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d23972841-Reviews-Ucpa_Sport_Station_Hostel_Paris-Paris_Ile_de_France.html,"198 rue d Aubervilliers, 75019 Paris France",Charles De Gaulle Airport,11,mi,4.0,48.8370231,2.2809112
Hotel CIS Paris Ravel,https://www.tripadvisor.com/Hotel_Review-g187147-d1203587-Reviews-Hotel_CIS_Paris_Ravel-Paris_Ile_de_France.html,"6 avenue Maurice Ravel, 75012 Paris France",Orly Field,8,mi,2.0,48.8418075,2.4117314
Apartment WS Hotel de Ville - Musee Pompidou,https://www.tripadvisor.com/Hotel_Review-g187147-d15638722-Reviews-Apartment_WS_Hotel_de_Ville_Musee_Pompidou-Paris_Ile_de_France.html,"12 rue Pernelle, 75004 Paris France",Orly Field,9,mi,4.0,48.8586963,2.3489423
Apartments WS Marais - Republique,https://www.tripadvisor.com/Hotel_Review-g187147-d19875068-Reviews-Apartments_WS_Marais_Republique-Paris_Ile_de_France.html,"77 rue des Archives, 75003 Paris France",Orly Field,9,mi,4.0,48.8629266,2.3601111
Apartment WS St Germain - Quartier Latin,https://www.tripadvisor.com/Hotel_Review-g187147-d15654580-Reviews-Apartment_WS_St_Germain_Quartier_Latin-Paris_Ile_de_France.html,"22 boulevard Saint Michel, 75006 Paris France",Orly Field,9,mi,3.5,48.853831,2.325944
Apartment Ws Montmartre - Sacre Coeur,https://www.tripadvisor.com/Hotel_Review-g187147-d15675251-Reviews-Apartment_Ws_Montmartre_Sacre_Coeur-Paris_Ile_de_France.html,"7 Cite Condorcet, 75009 Paris France",Orly Field,11,mi,3.5,48.8796674,2.3445133
Pariscoree,https://www.tripadvisor.com/Hotel_Review-g187147-d13005873-Reviews-Pariscoree-Paris_Ile_de_France.html,"14 Avenue Eugene Thomas Le Kremin-Bicetre, 75012 Paris France",Orly Field,6,mi,4.5,48.83520025,2.445135854630304
Apartment WS Champs Elysees - Ponthieu,https://www.tripadvisor.com/Hotel_Review-g187147-d13283559-Reviews-Apartment_WS_Champs_Elysees_Ponthieu-Paris_Ile_de_France.html,"25 Rue de Ponthieu, 75001 Paris France",Orly Field,10,mi,3.0,48.870756,2.309055
Hotel Rivoli,https://www.tripadvisor.com/Hotel_Review-g187147-d3533838-Reviews-Hotel_Rivoli-Paris_Ile_de_France.html,"44 Rue de Rivoli Marais, 75004 Paris France",Orly Field,9,mi,3.5,48.856728,2.355227
Yuna Les Halles,https://www.tripadvisor.com/Hotel_Review-g187147-d10756190-Reviews-Yuna_Les_Halles-Paris_Ile_de_France.html,"4 rue des Halles, 75001 Paris France",Orly Field,9,mi,1.0,48.8592331,2.347346
Appart'City Classic Paris La Villette,https://www.tripadvisor.com/Hotel_Review-g187147-d530491-Reviews-Appart_City_Classic_Paris_La_Villette-Paris_Ile_de_France.html,"157 avenue Jean Jaures 19th Arr., 75019 Paris France",Orly Field,11,mi,2.0,48.887163,2.386294
Apartment WS Mouffetard - Pantheon,https://www.tripadvisor.com/Hotel_Review-g187147-d15527181-Reviews-Apartment_WS_Mouffetard_Pantheon-Paris_Ile_de_France.html,"33 rue Linne, 75005 Paris France",Orly Field,8,mi,1.5,48.8456681,2.3544358
Bed And Breakfast Magnolia,https://www.tripadvisor.com/Hotel_Review-g187147-d5602759-Reviews-Bed_And_Breakfast_Magnolia-Paris_Ile_de_France.html,"89 rue des Moines, 75017 Paris France",Orly Field,12,mi,5.0,48.8921008,2.3221889
Pension Residence du Palais,https://www.tripadvisor.com/Hotel_Review-g187147-d651459-Reviews-Pension_Residence_du_Palais-Paris_Ile_de_France.html,"78 rue d Assas, 75006 Paris France",Orly Field,8,mi,1.5,48.8450247,2.2940329
Villa Saint-Honore,https://www.tripadvisor.com/Hotel_Review-g187147-d10449070-Reviews-Villa_Saint_Honore-Paris_Ile_de_France.html,"7 rue Saint-Philippe du Roule 8th Arr., 75008 Paris France",Orly Field,10,mi,4.0,48.872936,2.308497
The Blue Room,https://www.tripadvisor.com/Hotel_Review-g187147-d754690-Reviews-The_Blue_Room-Paris_Ile_de_France.html,"7 rue Maitre Albert, 75005 Paris France",Orly Field,9,mi,4.0,48.8507981,2.3498915
La Maison Rouge,https://www.tripadvisor.com/Hotel_Review-g187147-d16660580-Reviews-La_Maison_Rouge-Paris_Ile_de_France.html,"12 Passage Nationale. 13th Arr., 75013 Paris France",Orly Field,7,mi,3.0,48.822692,2.368991
Maison D'Anne,https://www.tripadvisor.com/Hotel_Review-g187147-d12876683-Reviews-Maison_D_Anne-Paris_Ile_de_France.html,"28 rue de Bievre, 75005 Paris France",Orly Field,8,mi,3.0,48.8502437,2.3498665
Edgar Suites Saint-Lazare - Amsterdam,https://www.tripadvisor.com/Hotel_Review-g187147-d23275534-Reviews-Edgar_Suites_Saint_Lazare_Amsterdam-Paris_Ile_de_France.html,"37 rue d Amsterdam, 75008 Paris France",Orly Field,11,mi,3.0,48.8597283,2.347673
Apartments Ws Opera - Vendome,https://www.tripadvisor.com/Hotel_Review-g187147-d16916959-Reviews-Apartments_Ws_Opera_Vendome-Paris_Ile_de_France.html,"2 rue de la Michodiere, 75002 Paris France",Orly Field,10,mi,3.5,48.8690294,2.3345121
Milestay Saint Germain,https://www.tripadvisor.com/Hotel_Review-g187147-d16737111-Reviews-Milestay_Saint_Germain-Paris_Ile_de_France.html,"117 Rue de Rennes, 75006 Paris France",Orly Field,8,mi,4.0,48.8481033,2.3281085
My Maison In Paris - Louvre,https://www.tripadvisor.com/Hotel_Review-g187147-d25214391-Reviews-My_Maison_In_Paris_Louvre-Paris_Ile_de_France.html,"14 rue Coquilliere, 75001 Paris France",Orly Field,9,mi,4.0,48.8636261,2.3432309
Le Logis de Montmartre,https://www.tripadvisor.com/Hotel_Review-g187147-d15684347-Reviews-Le_Logis_de_Montmartre-Paris_Ile_de_France.html,"20 rue Duhesme, 75018 Paris France",Orly Field,11,mi,4.0,48.8908599,2.3387584
Mithouard Apartments,https://www.tripadvisor.com/Hotel_Review-g187147-d6022678-Reviews-Mithouard_Apartments-Paris_Ile_de_France.html,"1 B Place du President Mithouard, 75007 Paris France",Orly Field,9,mi,2.0,48.8502464,2.3140725
Chambre d'Hote de Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d9834576-Reviews-Chambre_d_Hote_de_Paris-Paris_Ile_de_France.html,"6 Villa Daviel, 75013 Paris France",Orly Field,7,mi,3.0,48.8274727,2.3462174
Be You Luxury Apart'hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d21499531-Reviews-Be_You_Luxury_Apart_hotel-Paris_Ile_de_France.html,"72 boulevard de Clichy, 75018 Paris France",Orly Field,11,mi,3.0,48.883656,2.3337669
Lucky Youth,https://www.tripadvisor.com/Hotel_Review-g187147-d286333-Reviews-Lucky_Youth-Paris_Ile_de_France.html,"Siege Social 26, Rue des Rigoles, 75020 Paris France",Orly Field,10,mi,3.5,48.8720452,2.3935365
Apartment WS Opera - Galeries Lafayette,https://www.tripadvisor.com/Hotel_Review-g187147-d15638172-Reviews-Apartment_WS_Opera_Galeries_Lafayette-Paris_Ile_de_France.html,"37 rue Godot de Mauroy, 75009 Paris France",Orly Field,10,mi,3.5,48.8723794,2.3273861
Saint germain Des Pres Apartment,https://www.tripadvisor.com/Hotel_Review-g187147-d259387-Reviews-Saint_germain_Des_Pres_Apartment-Paris_Ile_de_France.html,"5 rue du Sabot, 75006 Paris France",Orly Field,9,mi,3.0,48.8527581,2.3315722
Bed & Breakfast La Campagne a Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d5324722-Reviews-Bed_Breakfast_La_Campagne_a_Paris-Paris_Ile_de_France.html,"2 Rue Irenee Blanc, 75020 Paris France",Orly Field,10,mi,3.0,48.8658668,2.4067848
Beau M Hostel - Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d25370358-Reviews-Beau_M_Hostel_Paris-Paris_Ile_de_France.html,"108 Rue Damrémont, 75018 Paris France",Orly Field,12,mi,2.0,48.8939292,2.3366864
Hotel Ernest,https://www.tripadvisor.com/Hotel_Review-g187147-d24080222-Reviews-Hotel_Ernest-Paris_Ile_de_France.html,"78 rue du Faubourg Poissonniere, 75010 Paris France",Orly Field,10,mi,3.5,48.876441,2.348646
Hotel AU Coeur des Arts ET Metiers,https://www.tripadvisor.com/Hotel_Review-g187147-d23514509-Reviews-Hotel_AU_Coeur_des_Arts_ET_Metiers-Paris_Ile_de_France.html,"19 rue du Vertbois, 75003 Paris France",Orly Field,10,mi,3.5,48.8669838,2.3579552
Romantic artist room,https://www.tripadvisor.com/Hotel_Review-g187147-d18921098-Reviews-Romantic_artist_room-Paris_Ile_de_France.html,"13 rue Muller, 75018 Paris France",Orly Field,11,mi,2.0,48.8865274,2.3460099
Le Marais Prestige Luxueux,https://www.tripadvisor.com/Hotel_Review-g187147-d23275531-Reviews-Le_Marais_Prestige_Luxueux-Paris_Ile_de_France.html,"32 rue des Archives, 75004 Paris France",Orly Field,9,mi,4.0,48.858603,2.3554885
Hotel du Marche,https://www.tripadvisor.com/Hotel_Review-g187147-d15542739-Reviews-Hotel_du_Marche-Paris_Ile_de_France.html,"6 Passage du Marche, 75010 Paris France",Orly Field,10,mi,4.0,48.8709843,2.3575234
Apartments WS Tour Eiffel - Nicolo,https://www.tripadvisor.com/Hotel_Review-g187147-d21398155-Reviews-Apartments_WS_Tour_Eiffel_Nicolo-Paris_Ile_de_France.html,"27 rue Nicolo, 75116 Paris France",Orly Field,10,mi,3.5,48.8590753,2.2792589
Apartments WS Jardin du Luxembourg - Boissonade,https://www.tripadvisor.com/Hotel_Review-g187147-d23271783-Reviews-Apartments_WS_Jardin_du_Luxembourg_Boissonade-Paris_Ile_de_France.html,"55 rue Boissonade, 75014 Paris France",Orly Field,8,mi,4.0,48.8379304,2.3316032
Bed & Breakfast Laos,https://www.tripadvisor.com/Hotel_Review-g187147-d2190783-Reviews-Bed_Breakfast_Laos-Paris_Ile_de_France.html,"23 rue du Laos 15 Arrondissement, 75015 Paris France",Orly Field,9,mi,4.0,48.848895,2.301456
A La Pinte Du Nord,https://www.tripadvisor.com/Hotel_Review-g187147-d20839962-Reviews-A_La_Pinte_Du_Nord-Paris_Ile_de_France.html,"38 rue de Saint Quentin, 75010 Paris France",Orly Field,10,mi,3.0,48.8794225,2.3559947
Sweet Inn - Maison Boissiere,https://www.tripadvisor.com/Hotel_Review-g187147-d26317627-Reviews-Sweet_Inn_Maison_Boissiere-Paris_Ile_de_France.html,"49 Rue Boissière, 75116 Paris France",Orly Field,10,mi,5.0,48.8675128,2.2886368
The Hoston  Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d13277187-Reviews-The_Hoston_Hotel-Paris_Ile_de_France.html,"32 rue du Sentier, 75002 Paris France",Orly Field,10,mi,3.0,48.8701491,2.3464221
Le Bellevue,https://www.tripadvisor.com/Hotel_Review-g187147-d23899745-Reviews-Le_Bellevue-Paris_Ile_de_France.html,"94 rue de Menilmontant, 75020 Paris France",Orly Field,10,mi,3.0,48.8691719,2.3921217
Villa Des Iris,https://www.tripadvisor.com/Hotel_Review-g187147-d15278068-Reviews-Villa_Des_Iris-Paris_Ile_de_France.html,"7 Villa des Iris, 75019 Paris France",Orly Field,11,mi,3.0,48.8777992,2.4033538
Quartier Libre Saint Georges,https://www.tripadvisor.com/Hotel_Review-g187147-d25214361-Reviews-Quartier_Libre_Saint_Georges-Paris_Ile_de_France.html,"14 Rue Henry Monnier, 75009 Paris France",Orly Field,11,mi,3.0,48.879828,2.3373299
Franklin Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d12213503-Reviews-Franklin_Hotel-Paris_Ile_de_France.html,"1 rue Benjamin Franklin Metro Passy / Trocadero, 75116 Paris France",Orly Field,10,mi,4.0,48.858988,2.284739
Dong Huong,https://www.tripadvisor.com/Hotel_Review-g187147-d3338555-Reviews-Dong_Huong-Paris_Ile_de_France.html,"14 rue Louis Bonnet, 75011 Paris France",Orly Field,10,mi,4.5,48.8712296,2.3768023
Best Stay,https://www.tripadvisor.com/Hotel_Review-g187147-d17629288-Reviews-Best_Stay-Paris_Ile_de_France.html,"152 rue Montmartre, 75002 Paris France",Orly Field,10,mi,3.0,48.8695811,2.3430818
Best Stay,https://www.tripadvisor.com/Hotel_Review-g187147-d17629288-Reviews-Best_Stay-Paris_Ile_de_France.html,"152 rue Montmartre, 75002 Paris France",Orly Field,10,mi,4.0,48.8695811,2.3430818
m-Otel,https://www.tripadvisor.com/Hotel_Review-g187147-d21186810-Reviews-M_Otel-Paris_Ile_de_France.html,"18 rue Lecuyer croisement rues Custine et Lecuyer, Place Jean Gabin, Montmartre, 75018 Paris France",Orly Field,11,mi,2.0,48.889406,2.344884
Highstay - Louvre - Serviced Apartments,https://www.tripadvisor.com/Hotel_Review-g187147-d26493047-Reviews-Highstay_Louvre_Serviced_Apartments-Paris_Ile_de_France.html,"188 Rue de Rivoli 1st Arr., 75001 Paris France",Orly Field,10,mi,4.0,48.863567,2.333131
Foyer Le Pont,https://www.tripadvisor.com/Hotel_Review-g187147-d11715634-Reviews-Foyer_Le_Pont-Paris_Ile_de_France.html,"86 rue de Gergovie, 75014 Paris France",Orly Field,8,mi,3.0,48.8316157,2.317776749413154
Hotel Du Nord Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d25269487-Reviews-Hotel_Du_Nord_Paris-Paris_Ile_de_France.html,"47 rue Albert Thomas, 75010 Paris France",Orly Field,10,mi,3.0,48.8702916,2.362042
CoteMontmartre,https://www.tripadvisor.com/Hotel_Review-g187147-d12359004-Reviews-CoteMontmartre-Paris_Ile_de_France.html,"11bis, rue Jean-Baptiste Pigalle, 75009 Paris France",Orly Field,11,mi,3.0,48.878682,2.332654
Hotel Sainte-Genevieve,https://www.tripadvisor.com/Hotel_Review-g187147-d20364832-Reviews-Hotel_Sainte_Genevieve-Paris_Ile_de_France.html,"17 rue Descartes, 75005 Paris France",Orly Field,8,mi,3.0,48.8465693,2.3490916
Edgar Suites Louvre - Jour,https://www.tripadvisor.com/Hotel_Review-g187147-d25214379-Reviews-Edgar_Suites_Louvre_Jour-Paris_Ile_de_France.html,"25 Rue du Jour, 75001 Paris France",Orly Field,9,mi,4.0,48.8640167,2.3450376
My Maison In Paris - Montmartre,https://www.tripadvisor.com/Hotel_Review-g187147-d25214780-Reviews-My_Maison_In_Paris_Montmartre-Paris_Ile_de_France.html,"1-3 Cite Veron, 75018 Paris France",Orly Field,11,mi,3.0,48.8841214,2.331826
